Campo;Contenido;Incidente;Fecha
Origen del esquema de informe para avisos;3;1749591;2017-04-28 13:30:52
Número de clasificación para actividad;0004;1749591;2017-01-07 16:13:29
Fecha de fin deseada;31/12/2022;1749591;2016-12-28 16:51:22
Fecha de fin deseada;31/12/2021;1749591;2016-01-10 14:12:07
Texto breve;RETIRAR VIVIENDA3 TERM SLC VBL NG;1749591;2015-09-03 11:12:08
Prioridad;7;1749591;2015-09-03 11:12:08
Fecha de fin deseada;31/12/2020;1749591;2015-09-03 11:12:08
Fecha de fin deseada;31/12/2024;1749591;2014-02-22 14:29:57
Fecha de fin deseada;31/12/2018;1749591;2013-04-11 19:57:29
Texto breve;Negociar vivienda Luis M8.178437 T 47;1749591;2011-07-09 10:16:38
Interlocutor;99991901;1749591;2011-04-21 10:06:52
Fecha de inicio deseada;03/09/2016;1749591;2011-01-30 19:00:02
Fecha de fin deseada;01/01/2017;1749591;2011-01-30 19:00:02
Grupo de códigos: Codificación;ORIGEN;1749591;2011-01-06 14:57:35
Codificación;0060;1749591;2011-01-06 14:57:35
Fecha de fin deseada;30/11/2015;1749591;2010-12-29 09:59:27
Número de orden;000035700103;1749591;2010-01-02 10:50:50
Estatus;Orden asignada;1749591;2010-01-02 10:50:50
Número de orden;;1749591;2010-01-02 07:49:19
Estatus;Orden asignada;1749591;2010-01-02 07:49:19
ID objeto del puesto de trabajo;10000847;1749591;2009-12-17 15:21:02
Centro para puesto trabajo;ITCO;1749591;2009-12-17 15:21:02
Centro de planificación del mantenimiento;ITCO;1749591;2009-12-17 15:21:02
Interlocutor;00003992;1749591;2007-10-18 15:49:46
ID objeto del puesto de trabajo;10000221;1749591;2007-10-18 15:49:46
Número de orden;000030072979;1749591;2007-10-18 10:49:41
Estatus;Mensaje abierto;1749591;2007-10-18 10:49:41
Estatus;Mensaje en tratamiento;1749591;2007-10-18 10:49:41
Estatus;Orden asignada;1749591;2007-10-18 10:49:41
Prioridad;5;1749591;2007-09-16 11:14:14
Hora de inicio deseada;11:14:13;1749591;2007-09-16 11:14:14
Hora de fin deseada;11:14:13;1749591;2007-09-16 11:14:14
Fecha de inicio deseada;16/09/2011;1749591;2007-09-16 11:14:14
Fecha de fin deseada;31/08/2014;1749591;2007-09-16 11:14:14
Inicio de la avería (hora);14:30:37;1749591;2007-09-15 14:30:37
Inicio de la avería (fecha);15/09/2011;1749591;2007-09-15 14:30:37
Estatus;Requiere Gestión  Ambiental;1749591;2007-09-15 14:30:37
Estatus;Mensaje abierto;1749591;2007-09-13 22:07:25
Estatus;Aviso Inicial;1749591;2007-09-13 22:07:25
Fecha de fin deseada;30/03/2024;1749590;2018-12-20 16:14:38
Fecha de fin deseada;30/11/2022;1749590;2018-10-21 15:09:25
Grupo de códigos: partes del objeto;;1749590;2018-02-04 17:59:19
Parte del objeto;3010;1749590;2018-02-04 17:59:07
Número de versión;000001;1749590;2018-02-04 17:59:07
Grupo de códigos: problemas;LITRA-VA;1749590;2018-02-04 17:59:07
Grupo de códigos: partes del objeto;LITRA-VA;1749590;2018-02-04 17:59:07
Grupo de códigos: causas;3LITR-EN;1749590;2018-02-04 17:59:07
Código del problema o de la avería;5050;1749590;2018-02-04 17:59:07
Código de causas;3115;1749590;2018-02-04 17:59:07
Clase de catálogo: Causas;F;1749590;2018-02-04 17:59:07
"Clase catálogo; problemas/errores";5;1749590;2018-02-04 17:59:07
Fecha de fin deseada;15/02/2022;1749590;2017-12-28 14:52:35
Texto de acción;Ya no existe aparentemente;1749590;2017-12-21 16:23:26
Texto breve;RETIRAR VIVIENDA3 TERM SLC VBL NG 77;1749590;2017-12-21 16:23:26
Fecha de fin deseada;04/12/2021;1749590;2017-12-21 16:23:26
Perfil de catálogo;3-LINTRA;1749590;2017-04-28 13:31:05
Origen del esquema de informe para avisos;3;1749590;2017-04-28 13:31:05
Fecha de fin deseada;31/12/2022;1749590;2016-12-28 16:51:30
Fecha de fin deseada;31/12/2021;1749590;2016-01-10 14:12:13
Texto breve;RETIRAR VIVIENDA3 TERM SLC VBL NG;1749590;2015-09-03 11:11:41
Prioridad;7;1749590;2015-09-03 11:11:41
Fecha de fin deseada;31/12/2020;1749590;2015-09-03 11:11:41
Fecha de fin deseada;31/12/2024;1749590;2014-02-22 14:30:10
Fecha de fin deseada;30/11/2018;1749590;2013-11-09 04:15:57
Fecha de fin deseada;30/11/2017;1749590;2012-12-25 09:02:12
Interlocutor;00010031;1749590;2011-12-15 11:41:52
Fecha de fin deseada;30/11/2016;1749590;2011-12-15 11:41:52
Estatus;Orden Público;1749590;2011-09-09 16:09:24
Estatus;Aviso Inicial;1749590;2011-09-09 16:09:24
Interlocutor;99991901;1749590;2011-04-21 10:06:42
Grupo de códigos: Codificación;ORIGEN;1749590;2011-01-06 14:57:44
Codificación;0060;1749590;2011-01-06 14:57:44
Fecha de fin deseada;30/11/2015;1749590;2010-12-29 09:59:49
Número de orden;000035700103;1749590;2010-01-02 10:50:50
Estatus;Orden asignada;1749590;2010-01-02 10:50:50
Número de orden;;1749590;2010-01-02 07:49:19
Estatus;Orden asignada;1749590;2010-01-02 07:49:19
ID objeto del puesto de trabajo;10000847;1749590;2009-12-17 15:21:01
Centro para puesto trabajo;ITCO;1749590;2009-12-17 15:21:01
Centro de planificación del mantenimiento;ITCO;1749590;2009-12-17 15:21:01
Interlocutor;00003992;1749590;2007-10-18 15:49:57
ID objeto del puesto de trabajo;10000221;1749590;2007-10-18 15:49:57
Número de orden;000030072979;1749590;2007-10-18 10:49:41
Estatus;Mensaje abierto;1749590;2007-10-18 10:49:41
Estatus;Mensaje en tratamiento;1749590;2007-10-18 10:49:41
Estatus;Orden asignada;1749590;2007-10-18 10:49:41
Prioridad;5;1749590;2007-09-16 11:14:15
Hora de inicio deseada;11:14:14;1749590;2007-09-16 11:14:15
Hora de fin deseada;11:14:14;1749590;2007-09-16 11:14:15
Fecha de inicio deseada;16/09/2011;1749590;2007-09-16 11:14:15
Fecha de fin deseada;31/08/2014;1749590;2007-09-16 11:14:15
Inicio de la avería (hora);14:30:29;1749590;2007-09-15 14:30:29
Inicio de la avería (fecha);15/09/2011;1749590;2007-09-15 14:30:29
Estatus;Requiere Gestión  Ambiental;1749590;2007-09-15 14:30:29
Estatus;Aviso Inicial;1749590;2007-09-13 22:07:25
Estatus;Mensaje abierto;1749590;2007-09-13 22:07:25
Texto breve;Negociar 4 construcc Nene M8.106106 87;1749589;2018-08-16 15:22:36
Grupo de códigos: causas;3LITR-EN;1749589;2018-02-08 08:33:29
Código de causas;3115;1749589;2018-02-08 08:33:29
Clase de catálogo: Causas;F;1749589;2018-02-08 08:33:29
Parte del objeto;3010;1749589;2018-02-08 08:31:41
Número de versión;000001;1749589;2018-02-08 08:31:41
Grupo de códigos: problemas;LITRA-VA;1749589;2018-02-08 08:31:41
Grupo de códigos: partes del objeto;LITRA-VA;1749589;2018-02-08 08:31:41
Código del problema o de la avería;5050;1749589;2018-02-08 08:31:41
"Clase catálogo; problemas/errores";5;1749589;2018-02-08 08:31:41
Perfil de catálogo;3-LINTRA;1749589;2017-04-28 13:31:16
Origen del esquema de informe para avisos;3;1749589;2017-04-28 13:31:16
Texto breve;Negociar 4 construcc Nene M8.106106;1749589;2017-03-05 16:25:51
Fecha de fin deseada;31/12/2024;1749589;2014-02-22 14:30:45
Fecha de fin deseada;30/06/2018;1749589;2013-04-11 20:07:10
Interlocutor;99991901;1749589;2011-04-21 10:07:17
Fecha de inicio deseada;02/12/2016;1749589;2011-01-30 19:03:07
Fecha de fin deseada;01/04/2017;1749589;2011-01-30 19:03:07
Grupo de códigos: Codificación;ORIGEN;1749589;2011-01-06 14:58:00
Codificación;0060;1749589;2011-01-06 14:58:00
Fecha de fin deseada;30/11/2015;1749589;2010-12-29 10:00:00
Número de orden;000035700105;1749589;2010-01-02 10:52:09
Estatus;Orden asignada;1749589;2010-01-02 10:52:09
Número de orden;;1749589;2010-01-02 07:49:21
Estatus;Orden asignada;1749589;2010-01-02 07:49:21
ID objeto del puesto de trabajo;10000847;1749589;2009-12-17 15:21:04
Centro para puesto trabajo;ITCO;1749589;2009-12-17 15:21:04
Centro de planificación del mantenimiento;ITCO;1749589;2009-12-17 15:21:04
Interlocutor;00003992;1749589;2007-10-18 15:54:30
ID objeto del puesto de trabajo;10000221;1749589;2007-10-18 15:54:30
Estatus;Mensaje abierto;1749589;2007-10-18 10:55:45
Estatus;Mensaje en tratamiento;1749589;2007-10-18 10:55:45
Estatus;Orden asignada;1749589;2007-10-18 10:55:45
Número de orden;000030072980;1749589;2007-10-18 10:55:44
Prioridad;5;1749589;2007-09-16 11:14:16
Hora de inicio deseada;11:14:15;1749589;2007-09-16 11:14:16
Hora de fin deseada;11:14:15;1749589;2007-09-16 11:14:16
Fecha de inicio deseada;16/09/2011;1749589;2007-09-16 11:14:16
Fecha de fin deseada;31/08/2014;1749589;2007-09-16 11:14:16
Inicio de la avería (hora);14:31:01;1749589;2007-09-15 14:31:01
Inicio de la avería (fecha);15/09/2011;1749589;2007-09-15 14:31:01
Estatus;Requiere Gestión  Ambiental;1749589;2007-09-15 14:31:01
Estatus;Aviso Inicial;1749589;2007-09-13 22:07:26
Estatus;Mensaje abierto;1749589;2007-09-13 22:07:26
Fecha de fin deseada;30/06/2023;1749588;2019-05-03 11:56:18
Fecha de fin deseada;30/03/2023;1749588;2018-12-20 16:17:18
Fecha de fin deseada;30/11/2022;1749588;2018-10-21 16:10:34
Texto breve;Negociar galpón INEDIT M8.106106 87 E;1749588;2018-08-16 15:29:13
Fecha de fin deseada;04/08/2022;1749588;2018-08-16 15:29:13
Clase de catálogo: Causas;;1749588;2018-02-08 08:35:31
Parte del objeto;3010;1749588;2018-02-08 08:35:16
Número de versión;000001;1749588;2018-02-08 08:35:16
Número de clasificación para causa;0000;1749588;2018-02-08 08:35:16
Grupo de códigos: problemas;LITRA-VA;1749588;2018-02-08 08:35:16
Grupo de códigos: partes del objeto;LITRA-VA;1749588;2018-02-08 08:35:16
Grupo de códigos: causas;3LITR-EN;1749588;2018-02-08 08:35:16
Código del problema o de la avería;5050;1749588;2018-02-08 08:35:16
Código de causas;3115;1749588;2018-02-08 08:35:16
Clase de catálogo: Causas;F;1749588;2018-02-08 08:35:16
"Clase catálogo; problemas/errores";5;1749588;2018-02-08 08:35:16
Perfil de catálogo;3-LINTRA;1749588;2017-04-28 13:31:28
Origen del esquema de informe para avisos;3;1749588;2017-04-28 13:31:28
Fecha de fin deseada;31/12/2024;1749588;2014-02-22 14:30:34
Fecha de fin deseada;31/12/2018;1749588;2013-04-11 19:52:54
Interlocutor;99991901;1749588;2011-04-21 10:07:25
Fecha de inicio deseada;03/03/2017;1749588;2011-01-30 19:05:11
Fecha de fin deseada;01/07/2017;1749588;2011-01-30 19:05:11
Grupo de códigos: Codificación;ORIGEN;1749588;2011-01-06 14:57:54
Codificación;0060;1749588;2011-01-06 14:57:54
Fecha de fin deseada;30/11/2015;1749588;2010-12-29 10:00:27
Número de orden;000035700105;1749588;2010-01-02 10:52:09
Estatus;Orden asignada;1749588;2010-01-02 10:52:09
Número de orden;;1749588;2010-01-02 07:49:21
Estatus;Orden asignada;1749588;2010-01-02 07:49:21
ID objeto del puesto de trabajo;10000847;1749588;2009-12-17 15:01:47
Centro para puesto trabajo;ITCO;1749588;2009-12-17 15:01:47
Centro de planificación del mantenimiento;ITCO;1749588;2009-12-17 15:01:47
Interlocutor;00003992;1749588;2007-10-18 15:54:44
ID objeto del puesto de trabajo;10000221;1749588;2007-10-18 15:54:44
Número de orden;000030072980;1749588;2007-10-18 10:55:45
Estatus;Mensaje abierto;1749588;2007-10-18 10:55:45
Estatus;Mensaje en tratamiento;1749588;2007-10-18 10:55:45
Estatus;Orden asignada;1749588;2007-10-18 10:55:45
Prioridad;5;1749588;2007-09-16 11:14:17
Hora de inicio deseada;11:14:16;1749588;2007-09-16 11:14:17
Hora de fin deseada;11:14:16;1749588;2007-09-16 11:14:17
Fecha de inicio deseada;16/09/2011;1749588;2007-09-16 11:14:17
Fecha de fin deseada;31/08/2014;1749588;2007-09-16 11:14:17
Inicio de la avería (hora);14:28:05;1749588;2007-09-15 14:28:05
Inicio de la avería (fecha);15/09/2011;1749588;2007-09-15 14:28:05
Estatus;Requiere Gestión  Ambiental;1749588;2007-09-15 14:28:05
Estatus;Aviso Inicial;1749588;2007-09-13 22:07:27
Estatus;Mensaje abierto;1749588;2007-09-13 22:07:27
Texto de acción;mtto serv. aun existe-más construcciones;1749587;2018-08-18 10:15:55
Fecha de fin deseada;//;1749587;2018-02-08 08:49:48
Parte del objeto;3010;1749587;2018-02-08 08:49:40
Número de versión;000001;1749587;2018-02-08 08:49:40
Grupo de códigos: problemas;LITRA-VA;1749587;2018-02-08 08:49:40
Grupo de códigos: partes del objeto;LITRA-VA;1749587;2018-02-08 08:49:40
Grupo de códigos: causas;3LITR-EN;1749587;2018-02-08 08:49:40
Código del problema o de la avería;5050;1749587;2018-02-08 08:49:40
Código de causas;3115;1749587;2018-02-08 08:49:40
Clase de catálogo: Causas;F;1749587;2018-02-08 08:49:40
"Clase catálogo; problemas/errores";5;1749587;2018-02-08 08:49:40
Perfil de catálogo;3-LINTRA;1749587;2017-04-28 13:31:40
Origen del esquema de informe para avisos;3;1749587;2017-04-28 13:31:40
Texto breve;RETIRAR CASA TERM SLC VBL SNG T87;1749587;2017-03-05 16:11:28
Texto breve;RETIRAR CASA TERM SLC VBL SNG;1749587;2017-02-22 14:36:04
Texto breve;RETIRAR RAMA TERM SLC VBL SNG;1749587;2015-09-06 15:08:02
Prioridad;7;1749587;2015-09-06 15:08:02
Fecha de fin deseada;31/12/2023;1749587;2015-09-06 15:08:02
Fecha de fin deseada;31/12/2024;1749587;2014-02-22 14:30:22
Fecha de fin deseada;30/06/2018;1749587;2013-04-11 20:07:18
Interlocutor;99991901;1749587;2011-04-21 10:07:22
Fecha de inicio deseada;02/12/2016;1749587;2011-01-30 19:02:54
Fecha de fin deseada;01/04/2017;1749587;2011-01-30 19:02:54
Grupo de códigos: Codificación;ORIGEN;1749587;2011-01-06 14:57:49
Codificación;0060;1749587;2011-01-06 14:57:49
Fecha de fin deseada;30/11/2015;1749587;2010-12-29 10:00:14
Número de orden;000035700105;1749587;2010-01-02 10:52:09
Estatus;Orden asignada;1749587;2010-01-02 10:52:09
Número de orden;;1749587;2010-01-02 07:49:21
Estatus;Orden asignada;1749587;2010-01-02 07:49:21
ID objeto del puesto de trabajo;10000847;1749587;2009-12-17 15:01:40
Centro para puesto trabajo;ITCO;1749587;2009-12-17 15:01:40
Centro de planificación del mantenimiento;ITCO;1749587;2009-12-17 15:01:40
Interlocutor;00003992;1749587;2007-10-18 15:54:36
ID objeto del puesto de trabajo;10000221;1749587;2007-10-18 15:54:36
Número de orden;000030072980;1749587;2007-10-18 10:55:45
Estatus;Mensaje abierto;1749587;2007-10-18 10:55:45
Estatus;Mensaje en tratamiento;1749587;2007-10-18 10:55:45
Estatus;Orden asignada;1749587;2007-10-18 10:55:45
Prioridad;5;1749587;2007-09-16 11:14:19
Hora de inicio deseada;11:14:18;1749587;2007-09-16 11:14:19
Hora de fin deseada;11:14:18;1749587;2007-09-16 11:14:19
Fecha de inicio deseada;16/09/2011;1749587;2007-09-16 11:14:19
Fecha de fin deseada;31/08/2014;1749587;2007-09-16 11:14:19
Inicio de la avería (hora);14:27:05;1749587;2007-09-15 14:27:05
Inicio de la avería (fecha);15/09/2011;1749587;2007-09-15 14:27:05
Estatus;Requiere Gestión  Ambiental;1749587;2007-09-15 14:27:05
Estatus;Aviso Inicial;1749587;2007-09-13 22:07:27
Estatus;Mensaje abierto;1749587;2007-09-13 22:07:27
Fecha de fin deseada;31/12/2023;1749586;2018-12-29 16:54:38
Texto breve;RETIRAR VIVIEDA3 TERM SLC VBL SNG 154;1749586;2018-06-14 14:38:24
Clase de catálogo: Causas;;1749586;2018-02-05 08:46:50
Parte del objeto;3010;1749586;2018-02-05 08:46:40
Número de versión;000001;1749586;2018-02-05 08:46:40
Grupo de códigos: problemas;LITRA-VA;1749586;2018-02-05 08:46:40
Grupo de códigos: partes del objeto;LITRA-VA;1749586;2018-02-05 08:46:40
Grupo de códigos: causas;3LITR-EN;1749586;2018-02-05 08:46:40
Código del problema o de la avería;5050;1749586;2018-02-05 08:46:40
Código de causas;3115;1749586;2018-02-05 08:46:40
Clase de catálogo: Causas;F;1749586;2018-02-05 08:46:40
"Clase catálogo; problemas/errores";5;1749586;2018-02-05 08:46:40
Perfil de catálogo;3-LINTRA;1749586;2017-04-28 13:31:50
Origen del esquema de informe para avisos;3;1749586;2017-04-28 13:31:50
Fecha de fin deseada;31/12/2022;1749586;2016-12-28 16:51:38
Texto breve;RETIRAR VIVIEDA3 TERM SLC VBL SNG;1749586;2015-09-04 16:01:00
Prioridad;7;1749586;2015-09-04 16:01:00
Fecha de fin deseada;31/12/2021;1749586;2015-09-04 16:01:00
Fecha de fin deseada;31/12/2024;1749586;2014-02-22 14:30:54
Fecha de fin deseada;31/12/2018;1749586;2013-04-11 19:16:35
Fecha de fin deseada;01/11/2016;1749586;2011-12-11 07:55:37
Estatus;Planeación;1749586;2011-12-11 07:55:37
Estatus;Aviso Inicial;1749586;2011-12-11 07:55:37
Interlocutor;99991901;1749586;2011-04-21 10:04:49
Fecha de inicio deseada;04/07/2015;1749586;2011-01-30 18:52:40
Fecha de fin deseada;01/11/2015;1749586;2011-01-30 18:52:40
Grupo de códigos: Codificación;ORIGEN;1749586;2011-01-06 14:58:04
Codificación;0060;1749586;2011-01-06 14:58:04
Fecha de fin deseada;30/11/2015;1749586;2010-12-29 10:04:39
Número de orden;000035700102;1749586;2010-01-02 10:50:09
Estatus;Orden asignada;1749586;2010-01-02 10:50:09
Número de orden;;1749586;2010-01-02 07:49:16
Estatus;Orden asignada;1749586;2010-01-02 07:49:16
ID objeto del puesto de trabajo;10000847;1749586;2009-12-17 15:20:56
Centro para puesto trabajo;ITCO;1749586;2009-12-17 15:20:56
Centro de planificación del mantenimiento;ITCO;1749586;2009-12-17 15:20:56
Interlocutor;00003992;1749586;2007-10-18 15:49:24
ID objeto del puesto de trabajo;10000221;1749586;2007-10-18 15:49:24
Número de orden;000030072978;1749586;2007-10-18 10:40:04
Estatus;Mensaje abierto;1749586;2007-10-18 10:40:04
Estatus;Mensaje en tratamiento;1749586;2007-10-18 10:40:04
Estatus;Orden asignada;1749586;2007-10-18 10:40:04
Prioridad;5;1749586;2007-09-16 11:14:20
Hora de inicio deseada;11:14:20;1749586;2007-09-16 11:14:20
Hora de fin deseada;11:14:20;1749586;2007-09-16 11:14:20
Fecha de inicio deseada;16/09/2011;1749586;2007-09-16 11:14:20
Fecha de fin deseada;31/08/2014;1749586;2007-09-16 11:14:20
Inicio de la avería (hora);14:29:52;1749586;2007-09-15 14:29:52
Inicio de la avería (fecha);15/09/2011;1749586;2007-09-15 14:29:52
Estatus;Requiere Gestión  Ambiental;1749586;2007-09-15 14:29:52
Estatus;Aviso Inicial;1749586;2007-09-13 22:07:28
Estatus;Mensaje abierto;1749586;2007-09-13 22:07:28
Fecha de fin deseada;30/06/2023;1749584;2019-05-03 10:39:27
Texto breve;RETIRAR PARQUEADERO TERM SLC IVBL SNG E;1749584;2019-01-17 15:21:08
Fecha de fin deseada;15/12/2022;1749584;2019-01-17 15:21:08
Clase de catálogo: Causas;;1749584;2018-02-08 08:51:51
Parte del objeto;3010;1749584;2018-02-08 08:51:43
Número de versión;000001;1749584;2018-02-08 08:51:43
Grupo de códigos: problemas;LITRA-VA;1749584;2018-02-08 08:51:43
Grupo de códigos: partes del objeto;LITRA-VA;1749584;2018-02-08 08:51:43
Grupo de códigos: causas;3LITR-EN;1749584;2018-02-08 08:51:43
Código del problema o de la avería;5050;1749584;2018-02-08 08:51:43
Código de causas;3115;1749584;2018-02-08 08:51:43
Clase de catálogo: Causas;F;1749584;2018-02-08 08:51:43
"Clase catálogo; problemas/errores";5;1749584;2018-02-08 08:51:43
Perfil de catálogo;3-LINTRA;1749584;2017-04-28 13:32:00
Origen del esquema de informe para avisos;3;1749584;2017-04-28 13:32:00
Fecha de fin deseada;31/12/2023;1749584;2016-12-30 15:58:03
Texto breve;RETIRAR PARQUEADERO TERM SLC IVBL SNG;1749584;2015-09-04 16:08:15
Prioridad;7;1749584;2015-09-04 16:08:15
Fecha de fin deseada;31/12/2021;1749584;2015-09-04 16:08:15
Estatus;Requiere Análisis;1749584;2015-09-04 16:08:15
Texto breve;;1749584;2014-10-10 23:55:49
Fecha de fin deseada;31/12/2024;1749584;2014-02-22 14:31:26
Fecha de fin deseada;31/12/2018;1749584;2013-04-11 19:16:16
Fecha de fin deseada;30/12/2016;1749584;2012-01-29 10:31:35
Estatus;Aviso Inicial;1749584;2012-01-29 10:31:35
Estatus;Planeación;1749584;2012-01-29 10:31:35
Fecha de fin deseada;30/06/2016;1749584;2012-01-26 14:34:01
Texto breve;RETIRAR GALPON Y BODE TERM VBL-M8.186347;1749584;2011-10-25 16:37:33
